lake_id,survey_date,amphibian_species,amphibian_life_stage,amphibian_state,amphibian_number,amphibian_location,amphibian_voucher
23007,9/11/00,RAMU,SubAdult,Alive,2,in lake,0
23007,9/11/00,RAMU,SubAdult,Dead,1,in lake,0
23007,9/11/00,RAMU,Tadpole,Alive,120,in lake,0
23008,8/25/00,RAMU,SubAdult,Alive,1,in lake,0
23008,8/25/00,RAMU,Tadpole,Alive,87,in lake,0
23010,8/10/00,HYRE,Tadpole,Alive,94,in lake,0
23011,8/10/00,HYRE,Tadpole,Alive,320,in lake,0
23012,8/10/00,HYRE,Tadpole,Alive,18,in lake,0
23016,8/16/00,HYRE,Tadpole,Alive,36,in lake,0
23022,7/3/00,HYRE,Tadpole,Alive,5,in lake,0
23023,7/16/00,HYRE,Tadpole,Alive,500,in lake,0
23025,7/28/01,HYRE,SubAdult,Alive,1,in lake,0
23025,7/28/01,HYRE,Tadpole,Alive,852,in lake,0
23025,7/28/01,THEL,Adult,Alive,1,in lake,0
23026,8/7/01,HYRE,Tadpole,Alive,21,in lake,0
23027,8/7/01,HYRE,Tadpole,Alive,24,in lake,0
23028,8/8/01,HYRE,SubAdult,Alive,1,in lake,0
23028,8/8/01,HYRE,Tadpole,Alive,21,in lake,0
23029,7/19/01,HYRE,Tadpole,Alive,240,in lake,0
23030,7/18/01,HYRE,Tadpole,Alive,15,fringing habitat,0
23030,7/18/01,HYRE,Tadpole,Alive,125,in lake,0
23030,7/18/01,HYRE,Tadpole,Alive,2,outlet,0
23030,7/18/01,THEL,Adult,Alive,1,in lake,0
23032,7/17/01,HYRE,Tadpole,Alive,36,in lake,0
23033,7/13/01,HYRE,Tadpole,Alive,1,in lake,0
23035,7/16/01,HYRE,Tadpole,Alive,980,in lake,0
23036,7/13/01,HYRE,Tadpole,Alive,16,in lake,0
23037,7/13/01,HYRE,Tadpole,Alive,375,in lake,0
23038,7/13/01,HYRE,Tadpole,Alive,20,fringing habitat,0
23038,7/13/01,HYRE,Tadpole,Alive,9,in lake,0
23039,7/11/01,HYRE,Tadpole,Alive,995,fringing habitat,0
23039,7/11/01,HYRE,Tadpole,Alive,1935,in lake,0
23040,7/11/01,HYRE,Tadpole,Alive,27,in lake,0
23041,7/8/01,HYRE,Tadpole,Alive,90,in lake,0
23042,7/8/01,HYRE,Tadpole,Alive,95,fringing habitat,0
23045,7/8/01,HYRE,Tadpole,Alive,48,in lake,0
23046,6/26/01,HYRE,Tadpole,Alive,1435,in lake,0
23047,6/26/01,HYRE,Tadpole,Alive,240,in lake,0
23048,6/23/01,HYRE,Tadpole,Alive,240,in lake,0
23049,6/24/01,HYRE,Adult,Alive,1,in lake,0
23049,6/24/01,HYRE,Tadpole,Alive,270,in lake,0
23051,6/28/01,HYRE,Tadpole,Alive,50,in lake,0
23052,6/28/01,HYRE,Tadpole,Alive,200,in lake,0
23052,6/28/01,THEL,Adult,Alive,1,in lake,0
23054,8/18/01,HYRE,Tadpole,Alive,5,in lake,0
23054,8/18/01,THEL,Adult,Alive,1,in lake,0
23057,7/28/01,HYRE,SubAdult,Alive,4,in lake,0
23057,7/28/01,HYRE,Tadpole,Alive,230,in lake,0
23058,7/30/01,HYRE,Tadpole,Alive,136,in lake,0
23059,8/2/01,HYRE,SubAdult,Alive,5,in lake,0
23059,8/2/01,HYRE,Tadpole,Alive,84,in lake,0
23062,8/4/01,HYRE,Tadpole,Alive,1036,in lake,0
23062,8/4/01,THEL,Adult,Alive,2,in lake,0
23064,7/17/01,HYRE,Tadpole,Alive,290,in lake,0
23064,7/17/01,THEL,Adult,Alive,1,in lake,0
23065,7/17/01,HYRE,Tadpole,Alive,52,in lake,0
23068,6/28/01,THEL,Adult,Alive,1,in lake,0
23069,6/27/01,HYRE,Tadpole,Alive,77,in lake,0
23070,6/25/01,HYRE,Tadpole,Alive,86,fringing habitat,0
23071,6/24/01,HYRE,Tadpole,Alive,138,in lake,0
23072,6/24/01,HYRE,Tadpole,Alive,90,in lake,0
23076,6/27/01,HYRE,SubAdult,Alive,1,in lake,0
23076,6/27/01,HYRE,Tadpole,Alive,32,in lake,0
23077,6/27/01,HYRE,Tadpole,Alive,450,in lake,0
23078,8/20/01,HYRE,SubAdult,Alive,1,in lake,0
23078,8/20/01,HYRE,Tadpole,Alive,24,in lake,0
23078,8/20/01,HYRE,Tadpole,Dead,1,in lake,0
23080,8/20/01,HYRE,SubAdult,Alive,2,in lake,0
23080,8/20/01,HYRE,Tadpole,Alive,8,in lake,0
23081,8/21/01,HYRE,SubAdult,Alive,1,in lake,0
23081,8/21/01,HYRE,SubAdult,Dead,1,in lake,0
23082,8/21/01,HYRE,SubAdult,Alive,54,in lake,0
23082,8/21/01,HYRE,Tadpole,Alive,9,in lake,0
23082,8/21/01,THEL,Adult,Alive,1,in lake,0
23083,8/21/01,HYRE,SubAdult,Alive,9,in lake,0
23083,8/21/01,HYRE,Tadpole,Alive,94,in lake,0
23083,8/21/01,THEL,Adult,Alive,1,in lake,0
23084,8/20/01,HYRE,SubAdult,Alive,8,in lake,0
23085,7/19/01,HYRE,Tadpole,Alive,240,in lake,0
23085,7/19/01,THEL,Adult,Alive,1,in lake,0
23101,6/21/01,HYRE,Tadpole,Alive,5,fringing habitat,0
23101,6/21/01,HYRE,Tadpole,Alive,85,in lake,0
23102,6/21/01,HYRE,Tadpole,Alive,388,in lake,0
23102,6/21/01,THEL,Adult,Alive,1,in lake,0
23103,6/21/01,HYRE,Tadpole,Alive,44,in lake,0
23103,6/21/01,RAMU,Adult,Dead,6,in lake,0
23103,6/21/01,RAMU,SubAdult,Dead,3,in lake,0
23103,6/21/01,RAMU,Tadpole,Alive,21,inlet,0
23104,6/24/02,RAMU,SubAdult,Dead,1,fringing habitat,0
23104,6/24/02,RAMU,Tadpole,Alive,35,in lake,0
23105,6/22/01,RAMU,Adult,Dead,1,in lake,0
23105,6/22/01,RAMU,Tadpole,Alive,242,in lake,0
23105,6/24/02,RAMU,Tadpole,Alive,40,in lake,0
23105,9/12/02,RAMU,Adult,Alive,1,in lake,0
23106,6/22/01,RAMU,Adult,Alive,1,in lake,0
23106,6/22/01,RAMU,Adult,Alive,1,outlet,0
23106,6/22/01,RAMU,Adult,Dead,24,in lake,0
23106,6/22/01,RAMU,Tadpole,Alive,2064,in lake,0
23106,6/22/01,RAMU,Tadpole,Alive,16,outlet,0
23106,6/24/02,RAMU,Tadpole,Alive,500,in lake,0
23107,6/21/01,HYRE,Tadpole,Alive,120,fringing habitat,0
23107,6/21/01,HYRE,Tadpole,Alive,1260,in lake,0
23110,6/22/01,RAMU,Adult,Alive,6,in lake,0
23110,6/22/01,RAMU,SubAdult,Alive,3,in lake,0
23110,6/22/01,RAMU,Tadpole,Alive,515,in lake,0
23112,7/17/01,HYRE,Tadpole,Alive,239,in lake,0
23113,7/17/01,HYRE,SubAdult,Alive,2,in lake,0
23113,7/17/01,HYRE,Tadpole,Alive,1833,in lake,0
40020,8/17/96,RAMU,Adult,Alive,13,fringing habitat,0
40020,7/26/02,RAMU,Tadpole,Alive,12,in lake,3
40025,8/15/96,RAMU,Adult,Alive,2,fringing habitat,0
40025,8/15/96,RAMU,Adult,Alive,76,in lake,0
40025,7/27/02,RAMU,Adult,Alive,2,in lake,0
40025,7/27/02,RAMU,SubAdult,Alive,1,in lake,0
40025,7/27/02,RAMU,Tadpole,Alive,25,in lake,0
40029,8/11/96,RAMU,Tadpole,Alive,4,in lake,0
40112,8/13/96,BUCA,Adult,Alive,3,fringing habitat,0
40140,9/2/96,RAMU,Tadpole,Alive,1,in lake,0
40174,9/5/96,BUCA,Adult,Alive,1,fringing habitat,0
40174,9/5/96,BUCA,SubAdult,Alive,12,in lake,0
40178,8/24/96,BUCA,Tadpole,Alive,19,fringing habitat,0
40178,8/24/96,HYRE,Tadpole,Alive,388,fringing habitat,0
40178,8/24/96,RAMU,Adult,Alive,4,fringing habitat,0
40178,7/19/02,HYRE,Tadpole,Alive,100,fringing habitat,0
40178,7/19/02,RAMU,SubAdult,Alive,3,fringing habitat,0
40178,7/19/02,RAMU,SubAdult,Alive,2,inlet,0
40178,7/19/02,RAMU,Tadpole,Alive,310,fringing habitat,0
40179,8/26/96,RAMU,Adult,Alive,173,in lake,0
40179,8/26/96,RAMU,SubAdult,Alive,2,in lake,0
40179,8/26/96,RAMU,Tadpole,Alive,15,in lake,0
40179,7/20/02,RAMU,Adult,Alive,123,in lake,0
40179,7/20/02,RAMU,Adult,Alive,3,outlet,0
40179,7/20/02,RAMU,SubAdult,Alive,30,fringing habitat,0
40179,7/20/02,RAMU,SubAdult,Alive,194,in lake,0
40179,7/20/02,RAMU,SubAdult,Alive,9,inlet,0
40179,7/20/02,RAMU,SubAdult,Alive,7,outlet,0
40179,7/20/02,RAMU,Tadpole,Alive,935,fringing habitat,0
40179,7/20/02,RAMU,Tadpole,Alive,100,in lake,0
40192,8/28/96,RAMU,Adult,Alive,1,in lake,0
40205,9/1/96,HYRE,Tadpole,Alive,18,in lake,0
40205,7/29/02,HYRE,Tadpole,Alive,290,in lake,0
40205,7/29/02,THEL,Adult,Alive,1,in lake,0
40205,7/29/02,THEL,SubAdult,Alive,1,in lake,0
40206,8/31/96,HYRE,SubAdult,Alive,99,in lake,0
40206,8/31/96,HYRE,Tadpole,Alive,362,in lake,0
40236,9/4/96,BUCA,SubAdult,Alive,1,in lake,0
40242,8/23/96,BUCA,SubAdult,Alive,2,fringing habitat,0
40275,8/29/96,RAMU,Adult,Alive,1,fringing habitat,0
40275,7/29/02,RAMU,Adult,Alive,1,in lake,0
40277,9/6/96,BUCA,SubAdult,Alive,4,fringing habitat,0
40560,8/12/96,BUCA,Adult,Alive,19,in lake,0
40560,8/12/96,BUCA,Tadpole,Alive,22000,in lake,0
41021,9/9/96,BUCA,Adult,Alive,1,in lake,0
41021,9/9/96,BUCA,Tadpole,Alive,700,fringing habitat,0
41026,9/4/96,HYRE,Adult,Alive,2,in lake,0
41026,9/4/96,HYRE,Tadpole,Alive,10,in lake,0
41026,9/4/96,RAMU,Adult,Alive,1,in lake,0
41026,7/14/02,HYRE,Tadpole,Alive,157,in lake,0
41026,7/14/02,RAMU,Adult,Alive,4,in lake,0
41026,7/14/02,RAMU,SubAdult,Alive,4,in lake,0
41027,9/4/96,HYRE,Adult,Alive,1,in lake,0
41027,9/4/96,RAMU,Tadpole,Alive,123,in lake,0
41027,7/14/02,HYRE,Tadpole,Alive,75,in lake,0
41027,7/14/02,RAMU,SubAdult,Alive,2,in lake,0
41027,7/14/02,RAMU,Tadpole,Alive,45,in lake,0
41028,9/4/96,RAMU,Adult,Alive,1,in lake,0
41028,7/14/02,RAMU,SubAdult,Alive,4,in lake,0
41028,7/14/02,RAMU,Tadpole,Alive,1,in lake,0
41029,9/5/96,BUCA,Adult,Alive,1,in lake,0
41029,9/5/96,HYRE,Adult,Alive,8,in lake,0
41035,8/23/96,HYRE,Tadpole,Alive,8,in lake,0
41035,7/25/02,HYRE,Tadpole,Alive,4,in lake,0
41045,8/24/96,HYRE,Tadpole,Alive,36,in lake,0
41046,8/24/96,HYRE,SubAdult,Alive,56,in lake,0
41046,8/24/96,HYRE,Tadpole,Alive,120,in lake,0
41047,8/24/96,BUCA,Tadpole,Alive,8,in lake,0
41205,8/3/96,RAMU,Adult,Alive,51,in lake,0
41205,8/3/96,RAMU,Tadpole,Alive,71,in lake,0
41206,8/3/96,RAMU,Tadpole,Alive,28,in lake,0
41207,8/3/96,RAMU,SubAdult,Dead,4,in lake,0
41207,8/3/96,RAMU,Tadpole,Alive,663,in lake,0
41208,8/2/96,RAMU,Tadpole,Alive,1050,in lake,0
41209,8/2/96,RAMU,Tadpole,Alive,913,in lake,0
41301,8/9/96,RAMU,Tadpole,Alive,1,in lake,0
41302,8/13/96,BUCA,Adult,Alive,2,in lake,0
41303,8/13/96,BUCA,Adult,Alive,1,fringing habitat,0
41305,8/12/96,BUCA,Adult,Alive,1,in lake,0
41305,8/12/96,RAMU,Tadpole,Alive,3,in lake,0
41312,8/25/96,RAMU,Adult,Alive,1,in lake,0
41312,8/25/96,RAMU,SubAdult,Alive,1,in lake,0
41312,7/19/02,HYRE,Tadpole,Alive,81,in lake,0
41312,7/19/02,RAMU,Adult,Alive,3,inlet,0
41312,7/19/02,RAMU,Adult,Alive,3,outlet,0
41312,7/19/02,RAMU,Tadpole,Alive,3,fringing habitat,0
41312,7/19/02,RAMU,Tadpole,Alive,7,in lake,0
41315,7/19/02,RAMU,SubAdult,Alive,1,fringing habitat,0
41315,7/19/02,RAMU,Tadpole,Alive,270,fringing habitat,0
41315,7/19/02,RAMU,Tadpole,Alive,30,in lake,0
41316,8/26/96,RAMU,Adult,Alive,2,fringing habitat,0
41316,7/20/02,RAMU,Adult,Alive,3,inlet,0
41316,7/20/02,RAMU,SubAdult,Alive,61,in lake,0
41316,7/20/02,RAMU,SubAdult,Alive,7,inlet,0
41316,7/20/02,RAMU,Tadpole,Alive,40,in lake,0
41322,8/26/96,RAMU,Adult,Alive,10,fringing habitat,0
41322,8/26/96,RAMU,Adult,Alive,19,in lake,0
41322,8/26/96,RAMU,SubAdult,Alive,2,fringing habitat,0
41322,8/26/96,RAMU,SubAdult,Alive,1,in lake,0
41322,8/26/96,RAMU,Tadpole,Alive,35,fringing habitat,0
41322,8/26/96,RAMU,Tadpole,Alive,64,in lake,0
41322,7/20/02,RAMU,Adult,Alive,15,in lake,0
41322,7/20/02,RAMU,Adult,Alive,5,inlet,0
41322,7/20/02,RAMU,Adult,Alive,3,outlet,0
41322,7/20/02,RAMU,SubAdult,Alive,5,fringing habitat,0
41322,7/20/02,RAMU,SubAdult,Alive,223,in lake,0
41322,7/20/02,RAMU,SubAdult,Alive,30,inlet,0
41322,7/20/02,RAMU,SubAdult,Alive,7,outlet,0
41322,7/20/02,RAMU,Tadpole,Alive,2290,in lake,1
41322,7/20/02,RAMU,Tadpole,Alive,260,inlet,0
41324,8/23/96,HYRE,SubAdult,Alive,1,in lake,0
41324,8/23/96,HYRE,Tadpole,Alive,200,in lake,0
42016,9/1/96,RAMU,SubAdult,Alive,1,in lake,0
42016,7/29/02,HYRE,Tadpole,Alive,38,in lake,0
42017,9/1/96,HYRE,SubAdult,Alive,1,in lake,0
42020,9/1/96,RAMU,SubAdult,Alive,1,in lake,0
42020,7/29/02,HYRE,Tadpole,Alive,10,in lake,0
42021,9/1/96,HYRE,SubAdult,Alive,5,in lake,0
42021,9/1/96,HYRE,Tadpole,Alive,75,in lake,0
42041,7/29/02,HYRE,Tadpole,Alive,56,in lake,0
42041,7/29/02,RAMU,Adult,Alive,1,in lake,0
42085,9/5/96,BUCA,Adult,Alive,1,in lake,0
42222,8/3/96,RAMU,Adult,Alive,4,in lake,0
42222,8/3/96,RAMU,SubAdult,Alive,2,in lake,0
42315,8/12/96,RAMU,Tadpole,Alive,2,in lake,0
42320,8/25/96,HYRE,SubAdult,Alive,25,in lake,0
42320,8/25/96,HYRE,Tadpole,Alive,1720,in lake,0
42320,8/25/96,RAMU,Adult,Alive,5,in lake,0
42320,7/19/02,HYRE,Tadpole,Alive,600,in lake,0
42320,7/19/02,RAMU,Adult,Alive,2,in lake,0
42320,7/19/02,RAMU,Tadpole,Alive,270,in lake,0
42322,8/25/96,HYRE,Tadpole,Alive,1400,in lake,0
42343,8/9/96,RAMU,Tadpole,Alive,15,in lake,0
42501,9/5/96,HYRE,Adult,Alive,5,in lake,0
42501,9/5/96,HYRE,SubAdult,Alive,1,in lake,0
42501,9/5/96,HYRE,Tadpole,Alive,1,in lake,0
42510,9/5/96,HYRE,Adult,Alive,1,in lake,0
42510,9/5/96,HYRE,SubAdult,Alive,1,in lake,0
42510,9/5/96,HYRE,Tadpole,Alive,31,in lake,0
42511,9/5/96,HYRE,Tadpole,Alive,1,in lake,0
42515,9/5/96,HYRE,Tadpole,Alive,1,in lake,0
42517,9/4/96,HYRE,Adult,Alive,2,in lake,0
42517,9/4/96,RAMU,Adult,Alive,1,in lake,0
42517,7/14/02,HYRE,Tadpole,Alive,6,in lake,0
42518,9/4/96,HYRE,Tadpole,Alive,17,in lake,0
42522,9/4/96,HYRE,Adult,Alive,13,in lake,0
42523,9/4/96,RAMU,Adult,Alive,2,fringing habitat,0
42523,7/14/02,RAMU,Tadpole,Alive,1,inlet,0
42577,8/15/96,RAMU,Adult,Alive,5,in lake,0
42577,8/15/96,RAMU,SubAdult,Alive,192,in lake,0
42577,8/15/96,RAMU,Tadpole,Alive,945,in lake,0
42577,7/27/02,RAMU,Adult,Alive,5,in lake,0
42577,7/27/02,RAMU,SubAdult,Alive,44,in lake,0
42577,7/27/02,RAMU,SubAdult,Alive,2,outlet,0
42577,7/27/02,RAMU,Tadpole,Alive,2200,in lake,5
42578,8/15/96,RAMU,Adult,Alive,1,in lake,0
42578,7/27/02,RAMU,Adult,Alive,1,in lake,0
42579,8/15/96,RAMU,Adult,Alive,2,in lake,0
42583,8/24/96,HYRE,Tadpole,Alive,17,in lake,0
42584,8/24/96,HYRE,SubAdult,Alive,39,in lake,0
42584,8/24/96,HYRE,Tadpole,Alive,50,in lake,0
44101,8/25/96,BUCA,SubAdult,Alive,450,in lake,0
44101,8/25/96,BUCA,Tadpole,Alive,350,in lake,0
44101,8/25/96,HYRE,Tadpole,Alive,400,in lake,0
44102,8/16/96,BUCA,Tadpole,Alive,2000,fringing habitat,0
44111,9/5/96,HYRE,SubAdult,Alive,300,in lake,0
44111,9/5/96,HYRE,Tadpole,Alive,1000,in lake,0
44120,9/7/96,BUCA,SubAdult,Alive,1,fringing habitat,0
44124,8/23/96,BUCA,SubAdult,Alive,200,fringing habitat,0
44125,8/24/96,HYRE,Tadpole,Alive,68,in lake,0
44129,8/26/96,BUCA,SubAdult,Alive,15,in lake,0
44129,8/26/96,BUCA,Tadpole,Alive,5,in lake,0
44129,8/26/96,HYRE,SubAdult,Alive,2000,in lake,0
44129,8/26/96,HYRE,Tadpole,Alive,200,in lake,0
44138,9/5/96,BUCA,Adult,Alive,1,in lake,0
44138,9/5/96,HYRE,Adult,Alive,15,in lake,0
44138,9/5/96,HYRE,SubAdult,Alive,63,in lake,0
44138,9/5/96,HYRE,Tadpole,Alive,8,in lake,0
44140,9/5/96,HYRE,Adult,Alive,1,in lake,0
44147,8/18/96,BUCA,Adult,Alive,2,in lake,0
44147,8/18/96,BUCA,Tadpole,Alive,3091,in lake,0
50126,8/27/95,RAMU,Adult,Alive,19,in lake,0
50126,8/27/95,RAMU,Tadpole,Alive,14,in lake,0
50126,7/19/02,RAMU,Adult,Alive,2,fringing habitat,0
50126,7/19/02,RAMU,SubAdult,Alive,3,in lake,0
50126,7/19/02,RAMU,Tadpole,Alive,38,fringing habitat,0
50126,7/19/02,RAMU,Tadpole,Alive,11,in lake,0
50133,6/28/02,RAMU,SubAdult,Alive,1,in lake,0
50133,8/30/02,RAMU,Adult,Alive,10,in lake,0
50155,9/6/95,RAMU,Adult,Alive,17,fringing habitat,0
50155,9/6/95,RAMU,Tadpole,Alive,50,fringing habitat,0
50155,7/16/02,RAMU,Adult,Alive,3,in lake,0
50155,7/16/02,RAMU,Adult,Alive,4,inlet,0
50155,7/16/02,RAMU,Adult,Alive,1,outlet,0
50155,7/16/02,RAMU,SubAdult,Alive,1,inlet,0
50155,7/16/02,RAMU,Tadpole,Alive,54,in lake,0
50155,7/16/02,RAMU,Tadpole,Alive,316,inlet,0
50157,8/27/95,BUCA,Adult,Alive,1,in lake,0
50157,8/27/95,BUCA,Tadpole,Alive,6,in lake,0
50157,8/27/95,HYRE,Adult,Alive,1,in lake,0
50170,7/10/02,HYRE,SubAdult,Alive,1,in lake,0
50170,7/10/02,RAMU,SubAdult,Alive,26,in lake,0
50170,7/10/02,RAMU,Tadpole,Alive,215,in lake,0
50170,7/30/02,RAMU,SubAdult,Alive,18,in lake,0
50170,7/30/02,RAMU,Tadpole,Alive,242,in lake,0
50170,8/31/02,RAMU,Adult,Alive,3,in lake,0
50170,8/31/02,RAMU,SubAdult,Alive,20,in lake,0
50170,8/31/02,RAMU,Tadpole,Alive,62,in lake,1
50170,9/1/02,RAMU,Adult,Alive,13,in lake,0
50170,9/1/02,RAMU,SubAdult,Alive,61,in lake,0
50170,9/1/02,RAMU,Tadpole,Alive,11,in lake,0
50175,8/6/96,BUCA,SubAdult,Alive,1,fringing habitat,0
50175,8/6/96,HYRE,Tadpole,Alive,20,fringing habitat,0
50175,8/6/96,HYRE,Tadpole,Alive,11,in lake,0
50183,9/10/96,RAMU,Adult,Alive,3,fringing habitat,0
50183,9/10/96,RAMU,Adult,Alive,13,in lake,0
50183,9/10/96,RAMU,SubAdult,Alive,3,fringing habitat,0
50183,9/10/96,RAMU,SubAdult,Alive,19,in lake,0
50183,9/10/96,RAMU,Tadpole,Alive,22,in lake,1
50183,6/28/02,RAMU,Adult,Alive,27,in lake,0
50183,6/28/02,RAMU,SubAdult,Alive,282,in lake,0
50183,6/28/02,RAMU,Tadpole,Alive,1360,in lake,10
50183,7/6/02,RAMU,Adult,Alive,109,in lake,0
50183,7/6/02,RAMU,Adult,Alive,3,inlet,0
50183,7/6/02,RAMU,SubAdult,Alive,511,in lake,0
50183,7/6/02,RAMU,SubAdult,Alive,1,inlet,0
50183,7/6/02,RAMU,Tadpole,Alive,2605,in lake,0
50183,7/28/02,RAMU,Adult,Alive,1,fringing habitat,0
50183,7/28/02,RAMU,Adult,Alive,114,in lake,0
50183,7/28/02,RAMU,Adult,Alive,5,inlet,0
50183,7/28/02,RAMU,SubAdult,Alive,2,fringing habitat,0
50183,7/28/02,RAMU,SubAdult,Alive,750,in lake,0
50183,7/28/02,RAMU,SubAdult,Alive,10,inlet,0
50183,7/28/02,RAMU,SubAdult,Alive,7,outlet,0
50183,7/28/02,RAMU,Tadpole,Alive,1481,in lake,0
50183,8/30/02,RAMU,Adult,Alive,249,in lake,0
50183,8/30/02,RAMU,SubAdult,Alive,368,in lake,0
50183,8/30/02,RAMU,Tadpole,Alive,3237,in lake,0
50197,9/12/95,BUCA,Adult,Alive,1,fringing habitat,0
50197,9/12/95,BUCA,SubAdult,Alive,200,fringing habitat,0
50197,9/12/95,BUCA,Tadpole,Alive,1000,fringing habitat,0
50197,9/12/95,RAMU,Adult,Alive,1,fringing habitat,0
50197,6/26/02,BUCA,Tadpole,Alive,375,in lake,0
50216,8/29/95,RAMU,Adult,Alive,1,in lake,0
50217,8/21/96,RAMU,Adult,Alive,7,fringing habitat,0
50217,8/21/96,RAMU,Adult,Alive,40,in lake,0
50217,7/18/02,RAMU,Adult,Alive,1,fringing habitat,0
50217,7/18/02,RAMU,Adult,Alive,27,in lake,0
50217,7/18/02,RAMU,Adult,Alive,3,outlet,0
50218,8/21/96,RAMU,Adult,Alive,5,in lake,0
50218,7/18/02,RAMU,Adult,Alive,2,in lake,0
50218,7/18/02,RAMU,Adult,Alive,1,inlet,0
50219,6/27/02,RAMU,Adult,Alive,2,in lake,0
50219,6/27/02,RAMU,SubAdult,Alive,24,in lake,0
50219,6/27/02,RAMU,Tadpole,Alive,46,in lake,0
50219,6/29/02,RAMU,Adult,Alive,6,in lake,0
50219,6/29/02,RAMU,Adult,Alive,1,outlet,0
50219,6/29/02,RAMU,SubAdult,Alive,55,in lake,0
50219,6/29/02,RAMU,SubAdult,Alive,3,outlet,0
50219,6/29/02,RAMU,Tadpole,Alive,53,in lake,0
50219,7/28/02,RAMU,Adult,Alive,11,in lake,0
50219,7/28/02,RAMU,SubAdult,Alive,10,in lake,0
50219,7/28/02,RAMU,Tadpole,Alive,100,in lake,0
50219,7/30/02,RAMU,Adult,Alive,29,in lake,0
50219,7/30/02,RAMU,SubAdult,Alive,26,in lake,0
50219,7/30/02,RAMU,Tadpole,Alive,104,in lake,0
50219,8/31/02,RAMU,Adult,Alive,70,in lake,0
50219,8/31/02,RAMU,Tadpole,Alive,124,in lake,0
50284,7/26/95,HYRE,Adult,Alive,2,in lake,0
50305,8/8/95,RAMU,Adult,Alive,3,in lake,0
50305,6/17/02,RAMU,SubAdult,Alive,2,in lake,0
50331,7/26/95,HYRE,Adult,Alive,2,in lake,0
50337,9/14/95,HYRE,Tadpole,Alive,47,in lake,0
50339,8/16/95,HYRE,Tadpole,Alive,287,in lake,0
50342,7/26/95,HYRE,Tadpole,Alive,4,in lake,0
50343,7/26/95,HYRE,Adult,Alive,1,in lake,0
50343,7/26/95,HYRE,Tadpole,Alive,20,in lake,0
50346,8/1/95,BUCA,Adult,Alive,1,fringing habitat,0
50346,8/1/95,BUCA,SubAdult,Alive,32,fringing habitat,0
50356,8/10/95,HYRE,Adult,Alive,1,in lake,0
50356,8/10/95,HYRE,Tadpole,Alive,1000,in lake,0
50396,7/31/95,BUCA,SubAdult,Alive,7,in lake,0
50396,7/31/95,BUCA,Tadpole,Alive,1140,in lake,0
50415,8/3/95,HYRE,Tadpole,Alive,6000,in lake,0
50488,8/14/95,BUCA,Adult,Alive,2,fringing habitat,0
50488,8/14/95,BUCA,Adult,Alive,13,in lake,0
50512,8/17/95,BUCA,Adult,Alive,13,in lake,0
50512,8/17/95,BUCA,SubAdult,Alive,8,in lake,0
50512,8/17/95,BUCA,Tadpole,Alive,10000,in lake,0
50538,9/12/95,BUCA,Adult,Alive,1,in lake,0
50538,9/12/95,BUCA,SubAdult,Alive,30,fringing habitat,0
50538,9/12/95,BUCA,SubAdult,Alive,3,in lake,0
50538,9/12/95,BUCA,Tadpole,Alive,90,fringing habitat,0
50538,9/12/95,HYRE,Adult,Alive,1,in lake,0
50554,8/16/95,BUCA,Adult,Alive,4,in lake,0
50554,8/16/95,BUCA,Tadpole,Alive,390,in lake,0
50562,8/15/95,BUCA,Tadpole,Alive,720,fringing habitat,0
50562,8/15/95,HYRE,SubAdult,Alive,1,fringing habitat,0
50562,8/15/95,HYRE,Tadpole,Alive,20,fringing habitat,0
50577,7/31/95,HYRE,SubAdult,Alive,1,in lake,0
50622,8/18/95,BUCA,Adult,Alive,1,in lake,0
50626,8/15/95,BUCA,Adult,Alive,7,in lake,0
50626,8/15/95,BUCA,SubAdult,Alive,1,in lake,0
50648,8/16/95,BUCA,Adult,Alive,1,fringing habitat,0
50666,8/16/95,BUCA,Adult,Alive,4,fringing habitat,0
50666,8/16/95,BUCA,SubAdult,Alive,1,fringing habitat,0
50666,8/16/95,BUCA,Tadpole,Alive,650,fringing habitat,0
50697,8/15/95,BUCA,Adult,Alive,9,in lake,0
50706,8/30/95,BUCA,Adult,Alive,1,in lake,0
50709,7/18/02,RAMU,Adult,Alive,22,in lake,0
50709,7/18/02,RAMU,SubAdult,Alive,29,in lake,0
50709,7/18/02,RAMU,SubAdult,Alive,31,outlet,0
50709,7/18/02,RAMU,Tadpole,Alive,382,in lake,0
50709,7/18/02,RAMU,Tadpole,Alive,17,outlet,0
50731,8/20/96,RAMU,Adult,Alive,19,fringing habitat,0
50731,8/20/96,RAMU,Adult,Alive,300,in lake,0
50731,8/20/96,RAMU,SubAdult,Alive,100,in lake,0
50731,8/20/96,RAMU,Tadpole,Alive,1250,in lake,0
50731,7/17/02,RAMU,Adult,Alive,209,in lake,0
50731,7/17/02,RAMU,Adult,Alive,2,inlet,0
50731,7/17/02,RAMU,Adult,Alive,2,outlet,0
50731,7/17/02,RAMU,SubAdult,Alive,112,in lake,0
50731,7/17/02,RAMU,SubAdult,Alive,1,inlet,0
50731,7/17/02,RAMU,SubAdult,Alive,6,outlet,0
50731,7/17/02,RAMU,Tadpole,Alive,2950,in lake,1
50731,7/17/02,RAMU,Tadpole,Alive,30,outlet,0
50735,9/7/95,RAMU,Adult,Alive,1,in lake,0
50735,9/7/95,RAMU,SubAdult,Alive,2,in lake,0
50735,9/7/95,RAMU,Tadpole,Alive,8,in lake,0
